"un_country"	"year"	"source"	"n"
"1788"	"indonesia"	2011	"BEHANCE"	522
"1789"	"indonesia"	2011	"MEETUP"	2
"1790"	"indonesia"	2011	"TED"	19
"1791"	"indonesia"	2012	"BEHANCE"	981
"1792"	"indonesia"	2012	"MEETUP"	11
"1793"	"indonesia"	2012	"TED"	22
"1794"	"indonesia"	2013	"BEHANCE"	1355
"1795"	"indonesia"	2013	"MEETUP"	132
"1796"	"indonesia"	2013	"TED"	16
"1797"	"indonesia"	2014	"BEHANCE"	1780
"1798"	"indonesia"	2014	"MEETUP"	256
"1799"	"indonesia"	2014	"TED"	9
"1800"	"indonesia"	2015	"BEHANCE"	1288
"1801"	"indonesia"	2015	"MEETUP"	562
"1802"	"indonesia"	2015	"TED"	14
"1803"	"indonesia"	2016	"BEHANCE"	1230
"1804"	"indonesia"	2016	"MEETUP"	962
"1805"	"indonesia"	2016	"TED"	19
"1806"	"indonesia"	2016	"TIMEPAD"	3
"1807"	"indonesia"	2017	"BEHANCE"	1054
"1808"	"indonesia"	2017	"MEETUP"	1003
"1809"	"indonesia"	2017	"TED"	17
"1810"	"indonesia"	2017	"TIMEPAD"	9
"1811"	"indonesia"	2018	"BEHANCE"	807
"1812"	"indonesia"	2018	"MEETUP"	1174
"1813"	"indonesia"	2018	"TED"	24
"1814"	"indonesia"	2018	"TIMEPAD"	7
"1815"	"indonesia"	2019	"BEHANCE"	150
"1816"	"indonesia"	2019	"MEETUP"	217
"1817"	"indonesia"	2019	"TED"	5
"1818"	"indonesia"	2019	"TIMEPAD"	5
"1819"	"iran"	2008	"BEHANCE"	7
"1820"	"iran"	2009	"BEHANCE"	10
"1821"	"iran"	2010	"BEHANCE"	14
"1822"	"iran"	2011	"BEHANCE"	25
"1823"	"iran"	2011	"EFLUX"	1
"1824"	"iran"	2012	"BEHANCE"	103
"1825"	"iran"	2012	"EFLUX"	1
"1826"	"iran"	2013	"BEHANCE"	178
"1827"	"iran"	2013	"EFLUX"	2
"1828"	"iran"	2013	"TED"	3
"1829"	"iran"	2014	"ART_EDUCATION"	2
"1830"	"iran"	2014	"BEHANCE"	144
"1831"	"iran"	2014	"EFLUX"	1
"1832"	"iran"	2014	"TED"	7
"1833"	"iran"	2015	"BEHANCE"	89
"1834"	"iran"	2015	"EFLUX"	1
"1835"	"iran"	2015	"TED"	7
"1836"	"iran"	2016	"BEHANCE"	70
"1837"	"iran"	2016	"EFLUX"	2
"1838"	"iran"	2016	"TED"	11
"1839"	"iran"	2017	"ART_EDUCATION"	1
"1840"	"iran"	2017	"BEHANCE"	115
"1841"	"iran"	2017	"TED"	15
"1842"	"iran"	2018	"ART_EDUCATION"	1
"1843"	"iran"	2018	"BEHANCE"	151
"1844"	"iran"	2018	"TED"	14
"1845"	"iran"	2019	"BEHANCE"	24
"1846"	"iran"	2019	"TED"	7
"1847"	"iraq"	2011	"TED"	2
"1848"	"iraq"	2012	"TED"	11
"1849"	"iraq"	2013	"BEHANCE"	27
"1850"	"iraq"	2013	"TED"	5
"1851"	"iraq"	2014	"BEHANCE"	16
"1852"	"iraq"	2014	"TED"	3
"1853"	"iraq"	2015	"BEHANCE"	49
"1854"	"iraq"	2015	"TED"	3
"1855"	"iraq"	2016	"ART_EDUCATION"	1
"1856"	"iraq"	2016	"BEHANCE"	31
"1857"	"iraq"	2016	"TED"	3
"1858"	"iraq"	2017	"BEHANCE"	197
"1859"	"iraq"	2017	"EFLUX"	1
"1860"	"iraq"	2017	"TED"	7
"1861"	"iraq"	2018	"BEHANCE"	49
"1862"	"iraq"	2018	"TED"	7
"1863"	"iraq"	2019	"BEHANCE"	7
"1864"	"iraq"	2019	"TED"	1
"1865"	"ireland"	2006	"MEETUP"	1
"1866"	"ireland"	2007	"BEHANCE"	1
"1867"	"ireland"	2007	"MEETUP"	78
"1868"	"ireland"	2008	"BEHANCE"	23
"1869"	"ireland"	2008	"MEETUP"	222
"1870"	"ireland"	2009	"BEHANCE"	87
"1871"	"ireland"	2009	"MEETUP"	261
"1872"	"ireland"	2009	"TED"	4
"1873"	"ireland"	2010	"ART_EDUCATION"	1
"1874"	"ireland"	2010	"BEHANCE"	121
"1875"	"ireland"	2010	"EFLUX"	6
"1876"	"ireland"	2010	"MEETUP"	476
"1877"	"ireland"	2010	"TED"	11
"1878"	"ireland"	2011	"BEHANCE"	257
"1879"	"ireland"	2011	"EFLUX"	11
"1880"	"ireland"	2011	"MEETUP"	529
"1881"	"ireland"	2011	"TED"	4
"1882"	"ireland"	2012	"ART_EDUCATION"	6
"1883"	"ireland"	2012	"BEHANCE"	434
"1884"	"ireland"	2012	"EFLUX"	11
"1885"	"ireland"	2012	"MEETUP"	1000
"1886"	"ireland"	2012	"TED"	8
"1887"	"ireland"	2013	"ART_EDUCATION"	4
"1888"	"ireland"	2013	"BEHANCE"	895
"1889"	"ireland"	2013	"EFLUX"	11
"1890"	"ireland"	2013	"MEETUP"	1307
"1891"	"ireland"	2013	"TED"	9
"1892"	"ireland"	2014	"ART_EDUCATION"	2
"1893"	"ireland"	2014	"BEHANCE"	714
"1894"	"ireland"	2014	"EFLUX"	7
"1895"	"ireland"	2014	"MEETUP"	1789
"1896"	"ireland"	2014	"TED"	6
"1897"	"ireland"	2015	"BEHANCE"	520
"1898"	"ireland"	2015	"EFLUX"	3
"1899"	"ireland"	2015	"MEETUP"	2225
"1900"	"ireland"	2015	"TED"	5
"1901"	"ireland"	2016	"ART_EDUCATION"	2
"1902"	"ireland"	2016	"BEHANCE"	572
"1903"	"ireland"	2016	"EFLUX"	10
"1904"	"ireland"	2016	"MEETUP"	2548
"1905"	"ireland"	2016	"TED"	18
"1906"	"ireland"	2017	"ART_EDUCATION"	2
"1907"	"ireland"	2017	"BEHANCE"	449
"1908"	"ireland"	2017	"EFLUX"	3
"1909"	"ireland"	2017	"MEETUP"	2987
"1910"	"ireland"	2017	"TED"	17
"1911"	"ireland"	2018	"ART_EDUCATION"	3
"1912"	"ireland"	2018	"BEHANCE"	402
"1913"	"ireland"	2018	"EFLUX"	8
"1914"	"ireland"	2018	"MEETUP"	3266
"1915"	"ireland"	2018	"TED"	6
"1916"	"ireland"	2018	"TIMEPAD"	3
"1917"	"ireland"	2019	"BEHANCE"	63
"1918"	"ireland"	2019	"MEETUP"	594
"1919"	"ireland"	2019	"TED"	6
"1920"	"israel"	2007	"BEHANCE"	10
"1921"	"israel"	2007	"MEETUP"	23
"1922"	"israel"	2008	"BEHANCE"	40
"1923"	"israel"	2008	"MEETUP"	39
"1924"	"israel"	2009	"BEHANCE"	169
"1925"	"israel"	2009	"MEETUP"	36
"1926"	"israel"	2010	"ART_EDUCATION"	6
"1927"	"israel"	2010	"BEHANCE"	307
"1928"	"israel"	2010	"EFLUX"	3
"1929"	"israel"	2010	"MEETUP"	62
"1930"	"israel"	2010	"TED"	4
"1931"	"israel"	2011	"BEHANCE"	365
"1932"	"israel"	2011	"EFLUX"	3
"1933"	"israel"	2011	"MEETUP"	153
"1934"	"israel"	2011	"TED"	5
"1935"	"israel"	2012	"ART_EDUCATION"	1
"1936"	"israel"	2012	"BEHANCE"	596
"1937"	"israel"	2012	"EFLUX"	10
"1938"	"israel"	2012	"MEETUP"	326
"1939"	"israel"	2012	"TED"	6
"1940"	"israel"	2013	"ART_EDUCATION"	3
"1941"	"israel"	2013	"BEHANCE"	953
"1942"	"israel"	2013	"EFLUX"	4
"1943"	"israel"	2013	"MEETUP"	641
"1944"	"israel"	2013	"TED"	8
"1945"	"israel"	2014	"ART_EDUCATION"	1
"1946"	"israel"	2014	"BEHANCE"	924
"1947"	"israel"	2014	"EFLUX"	9
"1948"	"israel"	2014	"MEETUP"	889
"1949"	"israel"	2014	"TED"	7
"1950"	"israel"	2015	"ART_EDUCATION"	4
"1951"	"israel"	2015	"BEHANCE"	711
"1952"	"israel"	2015	"EFLUX"	4
"1953"	"israel"	2015	"MEETUP"	919
"1954"	"israel"	2015	"TED"	7
"1955"	"israel"	2015	"TIMEPAD"	1
"1956"	"israel"	2016	"ART_EDUCATION"	1
"1957"	"israel"	2016	"BEHANCE"	571
"1958"	"israel"	2016	"EFLUX"	5
"1959"	"israel"	2016	"MEETUP"	1858
"1960"	"israel"	2016	"TED"	14
"1961"	"israel"	2016	"TIMEPAD"	7
"1962"	"israel"	2017	"ART_EDUCATION"	5
"1963"	"israel"	2017	"BEHANCE"	527
"1964"	"israel"	2017	"EFLUX"	7
"1965"	"israel"	2017	"MEETUP"	1612
"1966"	"israel"	2017	"TED"	11
"1967"	"israel"	2017	"TIMEPAD"	5
"1968"	"israel"	2018	"ART_EDUCATION"	2
"1969"	"israel"	2018	"BEHANCE"	585
"1970"	"israel"	2018	"EFLUX"	3
"1971"	"israel"	2018	"MEETUP"	1712
"1972"	"israel"	2018	"TED"	14
"1973"	"israel"	2018	"TIMEPAD"	18
"1974"	"israel"	2019	"BEHANCE"	73
"1975"	"israel"	2019	"MEETUP"	318
"1976"	"israel"	2019	"TED"	5
"1977"	"israel"	2019	"TIMEPAD"	2
"1978"	"italy"	2005	"MEETUP"	91
"1979"	"italy"	2006	"MEETUP"	820
"1980"	"italy"	2007	"BEHANCE"	20
"1981"	"italy"	2007	"MEETUP"	1589
"1982"	"italy"	2008	"BEHANCE"	294
"1983"	"italy"	2008	"MEETUP"	1705
"1984"	"italy"	2009	"BEHANCE"	760
"1985"	"italy"	2009	"MEETUP"	1497
"1986"	"italy"	2009	"TED"	1
"1987"	"italy"	2010	"ART_EDUCATION"	11
"1988"	"italy"	2010	"BEHANCE"	1586
"1989"	"italy"	2010	"EFLUX"	36
"1990"	"italy"	2010	"MEETUP"	1604
"1991"	"italy"	2010	"TED"	6
"1992"	"italy"	2011	"ART_EDUCATION"	13
"1993"	"italy"	2011	"BEHANCE"	2774
"1994"	"italy"	2011	"EFLUX"	96
"1995"	"italy"	2011	"MEETUP"	1608
"1996"	"italy"	2011	"TED"	26
"1997"	"italy"	2012	"ART_EDUCATION"	5
"1998"	"italy"	2012	"BEHANCE"	5043
"1999"	"italy"	2012	"EFLUX"	51
"2000"	"italy"	2012	"MEETUP"	3075
"2001"	"italy"	2012	"TED"	28
"2002"	"italy"	2013	"ART_EDUCATION"	11
"2003"	"italy"	2013	"BEHANCE"	8373
"2004"	"italy"	2013	"EFLUX"	95
"2005"	"italy"	2013	"MEETUP"	8633
"2006"	"italy"	2013	"TED"	38
"2007"	"italy"	2014	"ART_EDUCATION"	8
"2008"	"italy"	2014	"BEHANCE"	8522
"2009"	"italy"	2014	"EFLUX"	41
"2010"	"italy"	2014	"MEETUP"	8381
"2011"	"italy"	2014	"TED"	25
"2012"	"italy"	2015	"ART_EDUCATION"	9
"2013"	"italy"	2015	"BEHANCE"	7083
"2014"	"italy"	2015	"EFLUX"	105
"2015"	"italy"	2015	"MEETUP"	6504
"2016"	"italy"	2015	"TED"	49
"2017"	"italy"	2016	"ART_EDUCATION"	9
"2018"	"italy"	2016	"BEHANCE"	7442
"2019"	"italy"	2016	"EFLUX"	49
"2020"	"italy"	2016	"MEETUP"	6502
"2021"	"italy"	2016	"TED"	53
"2022"	"italy"	2016	"TIMEPAD"	4
"2023"	"italy"	2017	"ART_EDUCATION"	12
"2024"	"italy"	2017	"BEHANCE"	7109
"2025"	"italy"	2017	"EFLUX"	90
"2026"	"italy"	2017	"MEETUP"	5363
"2027"	"italy"	2017	"TED"	68
"2028"	"italy"	2017	"TIMEPAD"	8
"2029"	"italy"	2018	"ART_EDUCATION"	11
"2030"	"italy"	2018	"BEHANCE"	6270
"2031"	"italy"	2018	"EFLUX"	45
"2032"	"italy"	2018	"MEETUP"	6551
"2033"	"italy"	2018	"TED"	86
"2034"	"italy"	2018	"TIMEPAD"	26
"2035"	"italy"	2019	"BEHANCE"	968
"2036"	"italy"	2019	"MEETUP"	1141
"2037"	"italy"	2019	"TED"	44
"2038"	"italy"	2019	"TIMEPAD"	6
"2039"	"jamaica"	2007	"MEETUP"	1
"2040"	"jamaica"	2009	"BEHANCE"	4
"2041"	"jamaica"	2010	"BEHANCE"	13
"2042"	"jamaica"	2010	"MEETUP"	1
"2043"	"jamaica"	2010	"TED"	1
"2044"	"jamaica"	2011	"BEHANCE"	16
"2045"	"jamaica"	2011	"TED"	2
"2046"	"jamaica"	2012	"BEHANCE"	27
"2047"	"jamaica"	2012	"TED"	1
"2048"	"jamaica"	2013	"BEHANCE"	11
"2049"	"jamaica"	2013	"MEETUP"	3
"2050"	"jamaica"	2013	"TED"	1
"2051"	"jamaica"	2014	"BEHANCE"	22
"2052"	"jamaica"	2014	"MEETUP"	1
"2053"	"jamaica"	2015	"BEHANCE"	6
"2054"	"jamaica"	2016	"BEHANCE"	4
"2055"	"jamaica"	2016	"MEETUP"	1
"2056"	"jamaica"	2017	"BEHANCE"	7
"2057"	"jamaica"	2017	"MEETUP"	17
"2058"	"jamaica"	2018	"BEHANCE"	9
"2059"	"jamaica"	2018	"MEETUP"	35
"2060"	"jamaica"	2019	"BEHANCE"	2
"2061"	"jamaica"	2019	"MEETUP"	5
"2062"	"jamaica"	2019	"TED"	1
"2063"	"japan"	2007	"BEHANCE"	1
"2064"	"japan"	2008	"BEHANCE"	35
"2065"	"japan"	2009	"BEHANCE"	182
"2066"	"japan"	2009	"TED"	4
"2067"	"japan"	2010	"BEHANCE"	183
"2068"	"japan"	2010	"EFLUX"	10
"2069"	"japan"	2010	"MEETUP"	9
"2070"	"japan"	2010	"TED"	9
"2071"	"japan"	2011	"ART_EDUCATION"	1
"2072"	"japan"	2011	"BEHANCE"	327
"2073"	"japan"	2011	"EFLUX"	14
"2074"	"japan"	2011	"MEETUP"	8
"2075"	"japan"	2011	"TED"	12
"2076"	"japan"	2012	"ART_EDUCATION"	1
"2077"	"japan"	2012	"BEHANCE"	485
"2078"	"japan"	2012	"EFLUX"	15
"2079"	"japan"	2012	"MEETUP"	9
"2080"	"japan"	2012	"TED"	32
"2081"	"japan"	2013	"ART_EDUCATION"	1
"2082"	"japan"	2013	"BEHANCE"	1124
"2083"	"japan"	2013	"EFLUX"	18
"2084"	"japan"	2013	"MEETUP"	119
"2085"	"japan"	2013	"TED"	41
"2086"	"japan"	2014	"ART_EDUCATION"	1
"2087"	"japan"	2014	"BEHANCE"	1648
"2088"	"japan"	2014	"EFLUX"	28
"2089"	"japan"	2014	"MEETUP"	474
"2090"	"japan"	2014	"TED"	34
"2091"	"japan"	2015	"ART_EDUCATION"	3
"2092"	"japan"	2015	"BEHANCE"	1350
"2093"	"japan"	2015	"EFLUX"	20
"2094"	"japan"	2015	"MEETUP"	1799
"2095"	"japan"	2015	"TED"	53
"2096"	"japan"	2016	"BEHANCE"	1522
"2097"	"japan"	2016	"EFLUX"	30
"2098"	"japan"	2016	"MEETUP"	4149
"2099"	"japan"	2016	"TED"	75
"2100"	"japan"	2017	"ART_EDUCATION"	1
"2101"	"japan"	2017	"BEHANCE"	1556
"2102"	"japan"	2017	"EFLUX"	19
"2103"	"japan"	2017	"MEETUP"	5274
"2104"	"japan"	2017	"TED"	81
"2105"	"japan"	2017	"TIMEPAD"	1
"2106"	"japan"	2018	"ART_EDUCATION"	2
"2107"	"japan"	2018	"BEHANCE"	1583
"2108"	"japan"	2018	"EFLUX"	18
"2109"	"japan"	2018	"MEETUP"	5512
"2110"	"japan"	2018	"TED"	61
"2111"	"japan"	2018	"TIMEPAD"	4
"2112"	"japan"	2019	"BEHANCE"	265
"2113"	"japan"	2019	"MEETUP"	763
"2114"	"japan"	2019	"TED"	23
"2115"	"jordan"	2009	"BEHANCE"	6
"2116"	"jordan"	2010	"BEHANCE"	27
"2117"	"jordan"	2011	"BEHANCE"	45
"2118"	"jordan"	2011	"TED"	10
"2119"	"jordan"	2012	"BEHANCE"	43
"2120"	"jordan"	2012	"MEETUP"	2
"2121"	"jordan"	2012	"TED"	12
"2122"	"jordan"	2013	"BEHANCE"	102
"2123"	"jordan"	2013	"EFLUX"	2
"2124"	"jordan"	2013	"MEETUP"	4
"2125"	"jordan"	2013	"TED"	5
"2126"	"jordan"	2014	"BEHANCE"	117
"2127"	"jordan"	2014	"MEETUP"	40
"2128"	"jordan"	2014	"TED"	3
"2129"	"jordan"	2015	"BEHANCE"	90
"2130"	"jordan"	2015	"MEETUP"	74
"2131"	"jordan"	2015	"TED"	1
"2132"	"jordan"	2016	"BEHANCE"	95
"2133"	"jordan"	2016	"MEETUP"	57
"2134"	"jordan"	2017	"BEHANCE"	121
"2135"	"jordan"	2017	"MEETUP"	122
"2136"	"jordan"	2017	"TED"	1
"2137"	"jordan"	2018	"BEHANCE"	82
"2138"	"jordan"	2018	"EFLUX"	1
"2139"	"jordan"	2018	"MEETUP"	106
"2140"	"jordan"	2018	"TED"	4
"2141"	"jordan"	2019	"BEHANCE"	7
"2142"	"jordan"	2019	"MEETUP"	9
"2143"	"jordan"	2019	"TED"	4
"2144"	"kazakhstan"	2008	"BEHANCE"	11
"2145"	"kazakhstan"	2009	"BEHANCE"	29
"2146"	"kazakhstan"	2010	"BEHANCE"	30
"2147"	"kazakhstan"	2010	"TED"	1
"2148"	"kazakhstan"	2011	"BEHANCE"	64
"2149"	"kazakhstan"	2011	"TED"	1
"2150"	"kazakhstan"	2012	"BEHANCE"	106
"2151"	"kazakhstan"	2012	"TED"	3
"2152"	"kazakhstan"	2012	"TIMEPAD"	19
"2153"	"kazakhstan"	2013	"BEHANCE"	172
"2154"	"kazakhstan"	2013	"TED"	3
"2155"	"kazakhstan"	2013	"TIMEPAD"	50
"2156"	"kazakhstan"	2014	"BEHANCE"	193
"2157"	"kazakhstan"	2014	"MEETUP"	1
"2158"	"kazakhstan"	2014	"TED"	4
"2159"	"kazakhstan"	2014	"TIMEPAD"	108
"2160"	"kazakhstan"	2015	"BEHANCE"	198
"2161"	"kazakhstan"	2015	"MEETUP"	6
"2162"	"kazakhstan"	2015	"TED"	8
"2163"	"kazakhstan"	2015	"TIMEPAD"	220
"2164"	"kazakhstan"	2016	"BEHANCE"	188
"2165"	"kazakhstan"	2016	"MEETUP"	2
"2166"	"kazakhstan"	2016	"TED"	6
"2167"	"kazakhstan"	2016	"TIMEPAD"	322
"2168"	"kazakhstan"	2017	"BEHANCE"	193
"2169"	"kazakhstan"	2017	"MEETUP"	8
"2170"	"kazakhstan"	2017	"TED"	7
"2171"	"kazakhstan"	2017	"TIMEPAD"	215
"2172"	"kazakhstan"	2018	"BEHANCE"	150
"2173"	"kazakhstan"	2018	"EFLUX"	1
"2174"	"kazakhstan"	2018	"MEETUP"	20
"2175"	"kazakhstan"	2018	"TED"	8
"2176"	"kazakhstan"	2018	"TIMEPAD"	203
"2177"	"kazakhstan"	2019	"BEHANCE"	17
"2178"	"kazakhstan"	2019	"MEETUP"	4
"2179"	"kazakhstan"	2019	"TED"	4
"2180"	"kazakhstan"	2019	"TIMEPAD"	35
"2181"	"kazakhstan"	2020	"TIMEPAD"	1
"2182"	"kenya"	2009	"TED"	3
"2183"	"kenya"	2010	"BEHANCE"	1
"2184"	"kenya"	2010	"TED"	11
"2185"	"kenya"	2011	"BEHANCE"	9
"2186"	"kenya"	2011	"TED"	54
"2187"	"kenya"	2012	"BEHANCE"	34
"2188"	"kenya"	2012	"EFLUX"	1
"2189"	"kenya"	2012	"TED"	27
"2190"	"kenya"	2013	"BEHANCE"	47
"2191"	"kenya"	2013	"MEETUP"	1
"2192"	"kenya"	2013	"TED"	20
"2193"	"kenya"	2014	"BEHANCE"	65
"2194"	"kenya"	2014	"MEETUP"	2
"2195"	"kenya"	2014	"TED"	7
"2196"	"kenya"	2015	"BEHANCE"	61
"2197"	"kenya"	2015	"MEETUP"	3
"2198"	"kenya"	2015	"TED"	8
"2199"	"kenya"	2016	"BEHANCE"	96
"2200"	"kenya"	2016	"MEETUP"	3
"2201"	"kenya"	2016	"TED"	6
"2202"	"kenya"	2017	"BEHANCE"	126
"2203"	"kenya"	2017	"MEETUP"	33
"2204"	"kenya"	2017	"TED"	9
"2205"	"kenya"	2018	"BEHANCE"	151
"2206"	"kenya"	2018	"MEETUP"	20
"2207"	"kenya"	2018	"TED"	7
"2208"	"kenya"	2019	"BEHANCE"	20
"2209"	"kenya"	2019	"MEETUP"	3
"2210"	"kenya"	2019	"TED"	2
"2211"	"kuwait"	2009	"BEHANCE"	5
"2212"	"kuwait"	2010	"BEHANCE"	4
"2213"	"kuwait"	2011	"BEHANCE"	3
"2214"	"kuwait"	2011	"TED"	1
"2215"	"kuwait"	2012	"BEHANCE"	43
"2216"	"kuwait"	2012	"TED"	1
"2217"	"kuwait"	2013	"BEHANCE"	46
"2218"	"kuwait"	2014	"BEHANCE"	35
"2219"	"kuwait"	2015	"BEHANCE"	29
"2220"	"kuwait"	2015	"TED"	1
"2221"	"kuwait"	2016	"BEHANCE"	40
"2222"	"kuwait"	2016	"TED"	2
"2223"	"kuwait"	2017	"BEHANCE"	34
"2224"	"kuwait"	2017	"TED"	2
"2225"	"kuwait"	2018	"BEHANCE"	45
"2226"	"kuwait"	2018	"TED"	5
"2227"	"kuwait"	2019	"BEHANCE"	10
"2228"	"kuwait"	2019	"TED"	2
"2229"	"kyrgyzstan"	2008	"BEHANCE"	1
"2230"	"kyrgyzstan"	2009	"BEHANCE"	1
"2231"	"kyrgyzstan"	2010	"BEHANCE"	12
"2232"	"kyrgyzstan"	2011	"BEHANCE"	6
"2233"	"kyrgyzstan"	2011	"TED"	1
"2234"	"kyrgyzstan"	2012	"BEHANCE"	24
"2235"	"kyrgyzstan"	2012	"TED"	2
"2236"	"kyrgyzstan"	2013	"BEHANCE"	32
"2237"	"kyrgyzstan"	2013	"TED"	2
"2238"	"kyrgyzstan"	2013	"TIMEPAD"	1
"2239"	"kyrgyzstan"	2014	"BEHANCE"	40
"2240"	"kyrgyzstan"	2014	"MEETUP"	3
"2241"	"kyrgyzstan"	2014	"TED"	1
"2242"	"kyrgyzstan"	2014	"TIMEPAD"	19
"2243"	"kyrgyzstan"	2015	"BEHANCE"	33
"2244"	"kyrgyzstan"	2015	"MEETUP"	4
"2245"	"kyrgyzstan"	2015	"TIMEPAD"	13
"2246"	"kyrgyzstan"	2016	"BEHANCE"	17
"2247"	"kyrgyzstan"	2016	"MEETUP"	2
"2248"	"kyrgyzstan"	2016	"TED"	4
"2249"	"kyrgyzstan"	2016	"TIMEPAD"	33
"2250"	"kyrgyzstan"	2017	"BEHANCE"	36
"2251"	"kyrgyzstan"	2017	"MEETUP"	1
"2252"	"kyrgyzstan"	2017	"TED"	1
"2253"	"kyrgyzstan"	2017	"TIMEPAD"	11
"2254"	"kyrgyzstan"	2018	"BEHANCE"	47
"2255"	"kyrgyzstan"	2018	"MEETUP"	12
"2256"	"kyrgyzstan"	2018	"TIMEPAD"	22
"2257"	"kyrgyzstan"	2019	"BEHANCE"	11
"2258"	"kyrgyzstan"	2019	"MEETUP"	1
"2259"	"kyrgyzstan"	2019	"TED"	2
"2260"	"kyrgyzstan"	2019	"TIMEPAD"	4
"2261"	"laos"	2014	"MEETUP"	5
"2262"	"laos"	2016	"TED"	1
"2263"	"laos"	2017	"MEETUP"	3
"2264"	"laos"	2017	"TED"	1
"2265"	"laos"	2018	"MEETUP"	1
"2266"	"latvia"	2008	"BEHANCE"	16
"2267"	"latvia"	2009	"BEHANCE"	61
"2268"	"latvia"	2010	"BEHANCE"	64
"2269"	"latvia"	2011	"BEHANCE"	58
"2270"	"latvia"	2011	"TED"	2
"2271"	"latvia"	2012	"BEHANCE"	118
"2272"	"latvia"	2012	"TED"	12
"2273"	"latvia"	2013	"ART_EDUCATION"	1
"2274"	"latvia"	2013	"BEHANCE"	113
"2275"	"latvia"	2013	"TED"	6
"2276"	"latvia"	2014	"BEHANCE"	214
"2277"	"latvia"	2014	"TED"	2
"2278"	"latvia"	2015	"BEHANCE"	132
"2279"	"latvia"	2015	"TED"	1
"2280"	"latvia"	2016	"BEHANCE"	245
"2281"	"latvia"	2016	"TED"	1
"2282"	"latvia"	2016	"TIMEPAD"	13
"2283"	"latvia"	2017	"BEHANCE"	290
"2284"	"latvia"	2017	"EFLUX"	3
"2285"	"latvia"	2017	"TED"	1
"2286"	"latvia"	2017	"TIMEPAD"	15
"2287"	"latvia"	2018	"BEHANCE"	258
"2288"	"latvia"	2018	"EFLUX"	2
"2289"	"latvia"	2018	"MEETUP"	2
"2290"	"latvia"	2018	"TED"	1
"2291"	"latvia"	2018	"TIMEPAD"	9
"2292"	"latvia"	2019	"BEHANCE"	47
"2293"	"latvia"	2019	"TIMEPAD"	1
"2294"	"lebanon"	2005	"MEETUP"	1
"2295"	"lebanon"	2006	"MEETUP"	12
"2296"	"lebanon"	2007	"MEETUP"	12
"2297"	"lebanon"	2008	"BEHANCE"	2
"2298"	"lebanon"	2008	"MEETUP"	12
"2299"	"lebanon"	2009	"BEHANCE"	14
"2300"	"lebanon"	2009	"MEETUP"	12
"2301"	"lebanon"	2009	"TED"	1
"2302"	"lebanon"	2010	"BEHANCE"	42
"2303"	"lebanon"	2010	"EFLUX"	3
"2304"	"lebanon"	2010	"MEETUP"	13
"2305"	"lebanon"	2010	"TED"	4
"2306"	"lebanon"	2011	"ART_EDUCATION"	5
"2307"	"lebanon"	2011	"BEHANCE"	59
"2308"	"lebanon"	2011	"EFLUX"	3
"2309"	"lebanon"	2011	"MEETUP"	4
"2310"	"lebanon"	2011	"TED"	6
"2311"	"lebanon"	2012	"BEHANCE"	169
"2312"	"lebanon"	2012	"MEETUP"	29
"2313"	"lebanon"	2012	"TED"	17
"2314"	"lebanon"	2013	"BEHANCE"	249
"2315"	"lebanon"	2013	"EFLUX"	4
"2316"	"lebanon"	2013	"MEETUP"	11
"2317"	"lebanon"	2013	"TED"	22
"2318"	"lebanon"	2014	"BEHANCE"	216
"2319"	"lebanon"	2014	"EFLUX"	4
"2320"	"lebanon"	2014	"MEETUP"	12
"2321"	"lebanon"	2014	"TED"	33
"2322"	"lebanon"	2015	"ART_EDUCATION"	1
"2323"	"lebanon"	2015	"BEHANCE"	115
"2324"	"lebanon"	2015	"EFLUX"	1
"2325"	"lebanon"	2015	"MEETUP"	62
"2326"	"lebanon"	2015	"TED"	25
"2327"	"lebanon"	2016	"BEHANCE"	166
"2328"	"lebanon"	2016	"EFLUX"	5
"2329"	"lebanon"	2016	"MEETUP"	183
"2330"	"lebanon"	2016	"TED"	19
"2331"	"lebanon"	2017	"ART_EDUCATION"	1
"2332"	"lebanon"	2017	"BEHANCE"	128
"2333"	"lebanon"	2017	"EFLUX"	1
"2334"	"lebanon"	2017	"MEETUP"	299
"2335"	"lebanon"	2017	"TED"	16
"2336"	"lebanon"	2018	"BEHANCE"	146
"2337"	"lebanon"	2018	"EFLUX"	9
"2338"	"lebanon"	2018	"MEETUP"	265
"2339"	"lebanon"	2018	"TED"	12
"2340"	"lebanon"	2019	"BEHANCE"	25
"2341"	"lebanon"	2019	"MEETUP"	43
"2342"	"lebanon"	2019	"TED"	6
"2343"	"lesotho"	2017	"TED"	2
"2344"	"liberia"	2016	"TED"	1
"2345"	"liberia"	2017	"TED"	1
"2346"	"liberia"	2018	"TED"	2
"2347"	"liberia"	2019	"TED"	1
"2348"	"libya"	2011	"TED"	1
"2349"	"libya"	2012	"TED"	1
"2350"	"libya"	2014	"BEHANCE"	3
"2351"	"libya"	2015	"BEHANCE"	1
"2352"	"libya"	2016	"BEHANCE"	1
"2353"	"libya"	2016	"TED"	2
"2354"	"libya"	2017	"TED"	2
"2355"	"libya"	2018	"BEHANCE"	1
"2356"	"libya"	2018	"TED"	2
"2357"	"liechtenstein"	2013	"TED"	1
"2358"	"liechtenstein"	2014	"BEHANCE"	13
"2359"	"liechtenstein"	2015	"BEHANCE"	21
"2360"	"liechtenstein"	2016	"BEHANCE"	5
